"n","rho","method","variable","mean_beta_hat_uncond","true_beta","bias_uncond","coverage_95CI"
250,0.35,"Backward p-value","X1",0.162095804984567,0.166666666666667,-0.00457086168210003,0.8345
250,0.35,"Backward p-value","X2",0.332456069136559,0.333333333333333,-0.000877264196774014,0.9359
250,0.35,"Backward p-value","X3",0.500245533267728,0.5,0.000245533267728265,0.9405
250,0.35,"Backward p-value","X4",0.666663828358567,0.666666666666667,-2.83830809977328e-06,0.9378
250,0.35,"Backward p-value","X5",0.835246953365577,0.833333333333333,0.00191362003224323,0.9407
250,0.35,"Elastic Net lambda.1se","X1",0.133046344979195,0.166666666666667,-0.033620321687472,0.9013
250,0.35,"Elastic Net lambda.1se","X2",0.29722437584884,0.333333333333333,-0.0361089574844936,0.9199
250,0.35,"Elastic Net lambda.1se","X3",0.465140531757106,0.5,-0.0348594682428944,0.9247
250,0.35,"Elastic Net lambda.1se","X4",0.631755144632677,0.666666666666667,-0.03491152203399,0.9254
250,0.35,"Elastic Net lambda.1se","X5",0.799814261207114,0.833333333333333,-0.0335190721262191,0.9291
250,0.35,"Elastic Net lambda.min","X1",0.146223045278593,0.166666666666667,-0.0204436213880739,0.9288
250,0.35,"Elastic Net lambda.min","X2",0.309714324815583,0.333333333333333,-0.0236190085177503,0.9269
250,0.35,"Elastic Net lambda.min","X3",0.477345893625513,0.5,-0.0226541063744872,0.9322
250,0.35,"Elastic Net lambda.min","X4",0.643959335879319,0.666666666666667,-0.0227073307873476,0.9322
250,0.35,"Elastic Net lambda.min","X5",0.812216211829933,0.833333333333333,-0.0211171215034002,0.9349
250,0.35,"LASSO lambda.1se","X1",0.133437586854896,0.166666666666667,-0.0332290798117707,0.7927
250,0.35,"LASSO lambda.1se","X2",0.306618264148025,0.333333333333333,-0.0267150691853088,0.9255
250,0.35,"LASSO lambda.1se","X3",0.474940175410413,0.5,-0.0250598245895873,0.9302
250,0.35,"LASSO lambda.1se","X4",0.641580698386317,0.666666666666667,-0.0250859682803495,0.9273
250,0.35,"LASSO lambda.1se","X5",0.809878769756338,0.833333333333333,-0.0234545635769957,0.931
250,0.35,"LASSO lambda.min","X1",0.144177442311448,0.166666666666667,-0.0224892243552188,0.9176
250,0.35,"LASSO lambda.min","X2",0.307998172356528,0.333333333333333,-0.0253351609768056,0.9251
250,0.35,"LASSO lambda.min","X3",0.475701821606646,0.5,-0.0242981783933542,0.9302
250,0.35,"LASSO lambda.min","X4",0.642327086316046,0.666666666666667,-0.0243395803506203,0.9276
250,0.35,"LASSO lambda.min","X5",0.810836136409534,0.833333333333333,-0.0224971969237995,0.9334
250,0.7,"AIC","X1",0.139530992519924,0.166666666666667,-0.0271356741467428,0.5194
250,0.7,"AIC","X2",0.327473645014741,0.333333333333333,-0.00585968831859246,0.9051
250,0.7,"AIC","X3",0.500864203401138,0.5,0.000864203401138418,0.9314
250,0.7,"AIC","X4",0.6690574502419,0.666666666666667,0.00239078357523358,0.9296
250,0.7,"AIC","X5",0.834848836209795,0.833333333333333,0.00151550287646117,0.9328
250,0.7,"BIC","X1",0.0807502291768364,0.166666666666667,-0.0859164374898302,0.2124
250,0.7,"BIC","X2",0.308463867963604,0.333333333333333,-0.0248694653697298,0.7562
250,0.7,"BIC","X3",0.516409792587335,0.5,0.0164097925873354,0.9185
250,0.7,"BIC","X4",0.687221722898512,0.666666666666667,0.0205550562318453,0.9173
250,0.7,"BIC","X5",0.853425437446814,0.833333333333333,0.0200921041134805,0.9215
250,0.7,"Backward p-value","X1",0.155553052134414,0.166666666666667,-0.0111136145322526,0.6402
250,0.7,"Backward p-value","X2",0.330293960642147,0.333333333333333,-0.00303937269118672,0.932
250,0.7,"Backward p-value","X3",0.499019424092395,0.5,-0.000980575907605242,0.9348
250,0.7,"Backward p-value","X4",0.667048179384439,0.666666666666667,0.000381512717772632,0.9329
250,0.7,"Backward p-value","X5",0.832689753035797,0.833333333333333,-0.000643580297535994,0.9371
250,0.7,"Elastic Net lambda.1se","X1",0.119832031126596,0.166666666666667,-0.0468346355400709,0.8857
250,0.7,"Elastic Net lambda.1se","X2",0.272812622137032,0.333333333333333,-0.0605207111963018,0.9248
250,0.7,"Elastic Net lambda.1se","X3",0.438986211690169,0.5,-0.0610137883098311,0.9239
250,0.7,"Elastic Net lambda.1se","X4",0.607052976624776,0.666666666666667,-0.0596136900418907,0.9214
250,0.7,"Elastic Net lambda.1se","X5",0.773401388874364,0.833333333333333,-0.0599319444589691,0.9242
250,0.7,"Elastic Net lambda.min","X1",0.132619920201418,0.166666666666667,-0.0340467464652489,0.8456
250,0.7,"Elastic Net lambda.min","X2",0.286336822266261,0.333333333333333,-0.0469965110670724,0.9244
250,0.7,"Elastic Net lambda.min","X3",0.452104054692669,0.5,-0.0478959453073306,0.9216
250,0.7,"Elastic Net lambda.min","X4",0.6202453363643,0.666666666666667,-0.0464213303023664,0.924
250,0.7,"Elastic Net lambda.min","X5",0.785996694588585,0.833333333333333,-0.0473366387447483,0.9216
250,0.7,"LASSO lambda.1se","X1",0.118193177279016,0.166666666666667,-0.048473489387651,0.7115
250,0.7,"LASSO lambda.1se","X2",0.274273094283944,0.333333333333333,-0.0590602390493893,0.9161
250,0.7,"LASSO lambda.1se","X3",0.440497905019407,0.5,-0.0595020949805929,0.9134
250,0.7,"LASSO lambda.1se","X4",0.608391697171859,0.666666666666667,-0.058274969494808,0.9109
250,0.7,"LASSO lambda.1se","X5",0.774486673745368,0.833333333333333,-0.058846659587965,0.9135
250,0.7,"LASSO lambda.min","X1",0.130883539759791,0.166666666666667,-0.0357831269068761,0.8159
250,0.7,"LASSO lambda.min","X2",0.284111495180625,0.333333333333333,-0.0492218381527084,0.9214
250,0.7,"LASSO lambda.min","X3",0.449768551780596,0.5,-0.0502314482194042,0.9192
250,0.7,"LASSO lambda.min","X4",0.618051577731922,0.666666666666667,-0.0486150889347449,0.9199
250,0.7,"LASSO lambda.min","X5",0.783913155524587,0.833333333333333,-0.0494201778087466,0.9199
500,0,"AIC","X1",0.16601851442738,0.166666666666667,-0.000648152239286484,0.944
500,0,"AIC","X2",0.333200729662834,0.333333333333333,-0.000132603670498963,0.9454
500,0,"AIC","X3",0.500371765447075,0.5,0.000371765447074792,0.9481
500,0,"AIC","X4",0.666926124451586,0.666666666666667,0.000259457784919302,0.9461
500,0,"AIC","X5",0.832405497774251,0.833333333333333,-0.000927835559082191,0.9435
500,0,"BIC","X1",0.156137293244329,0.166666666666667,-0.0105293734223376,0.8574
500,0,"BIC","X2",0.333177123533873,0.333333333333333,-0.000156209799460314,0.9488
500,0,"BIC","X3",0.500460880403627,0.5,0.000460880403626809,0.9485
500,0,"BIC","X4",0.66693944453871,0.666666666666667,0.000272777872042999,0.9479
500,0,"BIC","X5",0.832365625642529,0.833333333333333,-0.000967707690803898,0.9474
500,0,"Backward p-value","X1",0.1664063587958,0.166666666666667,-0.000260307870866784,0.9447
500,0,"Backward p-value","X2",0.333187070757137,0.333333333333333,-0.000146262576195828,0.9463
500,0,"Backward p-value","X3",0.5003321065484,0.5,0.0003321065484002,0.9479
500,0,"Backward p-value","X4",0.666931009080372,0.666666666666667,0.000264342413705243,0.946
500,0,"Backward p-value","X5",0.832403007797904,0.833333333333333,-0.000930325535429701,0.9431
500,0,"Elastic Net lambda.1se","X1",0.158694708371862,0.166666666666667,-0.00797195829480465,0.8877
500,0,"Elastic Net lambda.1se","X2",0.332559099317499,0.333333333333333,-0.000774234015834202,0.9482
500,0,"Elastic Net lambda.1se","X3",0.499743034815554,0.5,-0.000256965184445981,0.9485
500,0,"Elastic Net lambda.1se","X4",0.666198337942529,0.666666666666667,-0.000468328724137953,0.9465
500,0,"Elastic Net lambda.1se","X5",0.831583707004047,0.833333333333333,-0.00174962632928667,0.9463
500,0,"Elastic Net lambda.min","X1",0.166001569180474,0.166666666666667,-0.000665097486192653,0.9441
500,0,"Elastic Net lambda.min","X2",0.332698678211228,0.333333333333333,-0.000634655122105448,0.9457
500,0,"Elastic Net lambda.min","X3",0.499800551322728,0.5,-0.000199448677272277,0.9482
500,0,"Elastic Net lambda.min","X4",0.666320014635985,0.666666666666667,-0.000346652030682122,0.9462
500,0,"Elastic Net lambda.min","X5",0.83180815612432,0.833333333333333,-0.00152517720901359,0.9448
500,0,"LASSO lambda.1se","X1",0.147674378526655,0.166666666666667,-0.0189922881400113,0.7947
500,0,"LASSO lambda.1se","X2",0.332783531464217,0.333333333333333,-0.000549801869116093,0.9483
500,0,"LASSO lambda.1se","X3",0.500003072506204,0.5,3.07250620378213e-06,0.9495
500,0,"LASSO lambda.1se","X4",0.66647248887192,0.666666666666667,-0.000194177794747106,0.9478
500,0,"LASSO lambda.1se","X5",0.831909766895826,0.833333333333333,-0.00142356643750735,0.947
500,0,"LASSO lambda.min","X1",0.165832142016785,0.166666666666667,-0.000834524649881923,0.943
500,0,"LASSO lambda.min","X2",0.332654580368785,0.333333333333333,-0.000678752964548157,0.9461
500,0,"LASSO lambda.min","X3",0.499755857384967,0.5,-0.00024414261503266,0.9481
500,0,"LASSO lambda.min","X4",0.666400926945823,0.666666666666667,-0.000265739720843819,0.9455
500,0,"LASSO lambda.min","X5",0.831856634182655,0.833333333333333,-0.00147669915067866,0.9433
500,0.35,"AIC","X1",0.164781292653467,0.166666666666667,-0.00188537401319952,0.9298
500,0.35,"AIC","X2",0.333981871966958,0.333333333333333,0.000648538633624636,0.9372
500,0.35,"AIC","X3",0.499645149592167,0.5,-0.000354850407832572,0.9409
500,0.35,"AIC","X4",0.667743207802975,0.666666666666667,0.00107654113630828,0.9396
500,0.35,"AIC","X5",0.83384199717264,0.833333333333333,0.000508663839307043,0.939
500,0.35,"BIC","X1",0.143252894286611,0.166666666666667,-0.0234137723800559,0.7407
500,0.35,"BIC","X2",0.336854746565479,0.333333333333333,0.00352141323214589,0.94
500,0.35,"BIC","X3",0.502486637412864,0.5,0.002486637412864,0.9399
500,0.35,"BIC","X4",0.670590842983749,0.666666666666667,0.00392417631708284,0.9392
500,0.35,"BIC","X5",0.83665041244997,0.833333333333333,0.00331707911663668,0.9394
500,0.35,"Backward p-value","X1",0.166418576553546,0.166666666666667,-0.000248090113120482,0.9465
500,0.35,"Backward p-value","X2",0.333779001305141,0.333333333333333,0.000445667971807223,0.9381
500,0.35,"Backward p-value","X3",0.499427856929902,0.5,-0.000572143070097803,0.9413
500,0.35,"Backward p-value","X4",0.667634970065449,0.666666666666667,0.000968303398782503,0.9404
500,0.35,"Backward p-value","X5",0.833682246197265,0.833333333333333,0.000348912863931508,0.941
500,0.35,"Elastic Net lambda.1se","X1",0.142663812859088,0.166666666666667,-0.0240028538075784,0.9295
500,0.35,"Elastic Net lambda.1se","X2",0.309407807262332,0.333333333333333,-0.0239255260710015,0.9276
500,0.35,"Elastic Net lambda.1se","X3",0.474889184049747,0.5,-0.025110815950253,0.9235
500,0.35,"Elastic Net lambda.1se","X4",0.642938661252471,0.666666666666667,-0.0237280054141954,0.9301
500,0.35,"Elastic Net lambda.1se","X5",0.809081960958947,0.833333333333333,-0.0242513723743859,0.929
500,0.35,"Elastic Net lambda.min","X1",0.151746164297781,0.166666666666667,-0.0149205023688855,0.9379
500,0.35,"Elastic Net lambda.min","X2",0.318395342396658,0.333333333333333,-0.0149379909366757,0.9318
500,0.35,"Elastic Net lambda.min","X3",0.483932455236153,0.5,-0.0160675447638466,0.9313
500,0.35,"Elastic Net lambda.min","X4",0.652108126709308,0.666666666666667,-0.0145585399573592,0.9356
500,0.35,"Elastic Net lambda.min","X5",0.818156458348003,0.833333333333333,-0.0151768749853304,0.9351
500,0.35,"LASSO lambda.1se","X1",0.148431009783792,0.166666666666667,-0.0182356568828742,0.9252
500,0.35,"LASSO lambda.1se","X2",0.31798297858362,0.333333333333333,-0.0153503547497133,0.9312
500,0.35,"LASSO lambda.1se","X3",0.48354992119044,0.5,-0.0164500788095601,0.9314
500,0.35,"LASSO lambda.1se","X4",0.651627218662746,0.666666666666667,-0.0150394480039206,0.9359
500,0.35,"LASSO lambda.1se","X5",0.817793641597372,0.833333333333333,-0.0155396917359609,0.9333
500,0.35,"LASSO lambda.min","X1",0.150332836344094,0.166666666666667,-0.0163338303225727,0.9343
500,0.35,"LASSO lambda.min","X2",0.316967953030375,0.333333333333333,-0.0163653803029588,0.9311
500,0.35,"LASSO lambda.min","X3",0.48255537187458,0.5,-0.0174446281254201,0.9296
500,0.35,"LASSO lambda.min","X4",0.650722335955439,0.666666666666667,-0.0159443307112275,0.934
500,0.35,"LASSO lambda.min","X5",0.816850018683981,0.833333333333333,-0.0164833146493526,0.9331
500,0.7,"AIC","X1",0.151952717801853,0.166666666666667,-0.0147139488648133,0.7342
500,0.7,"AIC","X2",0.334398086312667,0.333333333333333,0.00106475297933401,0.9345
500,0.7,"AIC","X3",0.500546338052665,0.5,0.000546338052664835,0.9366
500,0.7,"AIC","X4",0.667732964034072,0.666666666666667,0.0010662973674054,0.9416
500,0.7,"AIC","X5",0.833672816440788,0.833333333333333,0.00033948310745408,0.939
500,0.7,"BIC","X1",0.0975677722616121,0.166666666666667,-0.0690988944050545,0.3765
500,0.7,"BIC","X2",0.341763140577946,0.333333333333333,0.00842980724461224,0.9198
500,0.7,"BIC","X3",0.512201773524875,0.5,0.012201773524875,0.9293
500,0.7,"BIC","X4",0.679313041102482,0.666666666666667,0.0126463744358155,0.9281
500,0.7,"BIC","X5",0.845308788370002,0.833333333333333,0.0119754550366683,0.9294
500,0.7,"Backward p-value","X1",0.160575281450538,0.166666666666667,-0.0060913852161283,0.8226
500,0.7,"Backward p-value","X2",0.333971384206514,0.333333333333333,0.000638050873180761,0.936
500,0.7,"Backward p-value","X3",0.499843974995156,0.5,-0.000156025004843619,0.9409
500,0.7,"Backward p-value","X4",0.66701132295598,0.666666666666667,0.000344656289313368,0.943
500,0.7,"Backward p-value","X5",0.833025945076866,0.833333333333333,-0.000307388256466885,0.9404
500,0.7,"Elastic Net lambda.1se","X1",0.127673305280978,0.166666666666667,-0.0389933613856885,0.9238
500,0.7,"Elastic Net lambda.1se","X2",0.29276089131666,0.333333333333333,-0.0405724420166736,0.9233
500,0.7,"Elastic Net lambda.1se","X3",0.458791076381928,0.5,-0.0412089236180723,0.9216
500,0.7,"Elastic Net lambda.1se","X4",0.625983681656136,0.666666666666667,-0.0406829850105308,0.9257
500,0.7,"Elastic Net lambda.1se","X5",0.792130188715882,0.833333333333333,-0.041203144617451,0.9245
500,0.7,"Elastic Net lambda.min","X1",0.137816057359856,0.166666666666667,-0.0288506093068104,0.9235
500,0.7,"Elastic Net lambda.min","X2",0.302917551654887,0.333333333333333,-0.0304157816784467,0.9247
500,0.7,"Elastic Net lambda.min","X3",0.468744477619062,0.5,-0.0312555223809381,0.9241
500,0.7,"Elastic Net lambda.min","X4",0.635789917258868,0.666666666666667,-0.0308767494077986,0.9278
500,0.7,"Elastic Net lambda.min","X5",0.801844953544902,0.833333333333333,-0.0314883797884312,0.9251
500,0.7,"LASSO lambda.1se","X1",0.127542433751268,0.166666666666667,-0.0391242329153987,0.8636
500,0.7,"LASSO lambda.1se","X2",0.294598914814885,0.333333333333333,-0.0387344185184483,0.9167
500,0.7,"LASSO lambda.1se","X3",0.46057594828706,0.5,-0.0394240517129398,0.9147
500,0.7,"LASSO lambda.1se","X4",0.627643661155073,0.666666666666667,-0.0390230055115935,0.9186
500,0.7,"LASSO lambda.1se","X5",0.793659810623017,0.833333333333333,-0.0396735227103167,0.9173
500,0.7,"LASSO lambda.min","X1",0.135938907752824,0.166666666666667,-0.0307277589138427,0.9185
500,0.7,"LASSO lambda.min","X2",0.301097568389587,0.333333333333333,-0.032235764943746,0.9209
500,0.7,"LASSO lambda.min","X3",0.466898139940659,0.5,-0.0331018600593414,0.9217
500,0.7,"LASSO lambda.min","X4",0.633984860141365,0.666666666666667,-0.0326818065253019,0.9248
500,0.7,"LASSO lambda.min","X5",0.800054519257509,0.833333333333333,-0.0332788140758247,0.9222
